"year","title","authors","source","volume","issue","doi","document_type","language"
2024,"Understanding the risks of co-exposures in a changing world: a case study of dual monitoring of the biotoxin domoic acid and Vibrio spp. in Pacific oyster","Lie, AAY; Zimmer-Faust, AG; Diner, RE; Kunselman, E; Daniel, Z; Van Artsdalen, K; Garcia, MCS; Gilbert, JA; Shultz, D; Chokry, J; Langlois, K; Smith, J","Environmental Monitoring and Assessment","196","5","10.1007/s10661-024-12614-1",NA,NA
2008,"Uptake, elimination, and biotransformation of aqueous and dietary DDT in marine fish","Kwong, RWM; Yu, PKN; Lam, PKS; Wang, WX","Environmental Toxicology and Chemistry","27","10","10.1897/07-608.1",NA,NA
2013,"Bioaccumulation and depuration of brevetoxins in the eastern oyster (Crassostrea virginica) and the northern quahog (= hard clam, Mercenaria mercenaria)","Griffith, AW; Shumway, SE; Volety, AK","Toxicon","66",NA,"10.1016/j.toxicon.2013.01.016",NA,NA
2024,"Responses of the intestinal microbiota to exposure of okadaic acid in marine medaka Oryzias melastigma","Yang, YM; Li, AF; Qiu, JB; Gao, DM; Yin, C; Li, DY; Yan, WH; Dang, H; Li, PY; Wu, RL; Han, LL; Wang, XY","Journal of Hazardous Materials","465",NA,"10.1016/j.jhazmat.2023.133087",NA,NA
2008,"Bacterial degradation of paralytic shellfish toxins","Donovan, CJ; Ku, JC; Quilliam, MA; Gill, TA","Toxicon","52","1","10.1016/j.toxicon.2008.05.005",NA,NA
2023,"The Influence of the Toxic Dinoflagellate Alexandrium minutum, Grown under Different N:P Ratios, on the Marine Copepod Acartia tonsa","Christou, ED; Varkitzi, I; Maneiro, I; Zervoudaki, S; Pagou, K","Toxins","15","4","10.3390/toxins15040287",NA,NA
2007,"Accumulation and depuration of cyanobacterial toxin nodularin and biomarker responses in the mussel Mytilus edulis","Kankaanpää, H; Leiniö, S; Olin, M; Sjövall, O; Meriluoto, J; Lehtonen, KK","Chemosphere","68","7","10.1016/j.chemosphere.2007.01.076",NA,NA
2007,"Modelling the accumulation of PSP toxins in Thau Lagoon oysters (Crassostrea gigas) from trials using mixed cultures of Alexandrium catenella and Thalassiosira weissflogii","Lassus, P; Amzil, Z; Baron, R; Séchet, V; Barillé, L; Abadie, E; Bardouil, M; Sibat, M; Truquet, P; Bérard, JB; Gueguen, M","Aquatic Living Resources","20","1","10.1051/alr:2007016",NA,NA
1995,"MODIFIED IMMUNOASSAYS FOR POLYETHER TOXINS - IMPLICATIONS OF BIOLOGICAL MATRICES, METABOLIC STATES, AND EPITOPE RECOGNITION","BADEN, DG; MELINEK, R; SECHET, V; TRAINER, VL; SCHULTZ, DR; REIN, KS; TOMAS, CR; DELGADO, J; HALE, L","Journal of Aoac International","78","2",NA,NA,NA
2007,"Exposure assessment of the biotoxin domoic acid in California sea lions: application of a bioenergetic model","Bejarano, AC; Van Dolah, FM; Gulland, FM; Schwacke, L","Marine Ecology Progress Series","345",NA,"10.3354/meps07005",NA,NA
2002,"Modelling changes in paralytic shellfish toxin content of dinoflagellates in response to nitrogen and phosphorus supply","John, EH; Flynn, KJ","Marine Ecology Progress Series","225",NA,"10.3354/meps225147",NA,NA
2002,"Complex toxin profiles in phytoplankton and Greenshell mussels (Perna canaliculus), revealed by LC-MS/MS analysis","MacKenzie, L; Holland, P; McNabb, P; Beuzenberg, V; Selwood, A; Suzuki, T","Toxicon","40","9","10.1016/S0041-0101(02)00143-5",NA,NA
2021,"Effects of the toxic dinoflagellate Alexandrium catenella on the behaviour and physiology of the blue mussel Mytilus edulis","Lavaud, R; Durier, G; Nadalini, JB; Filgueira, R; Comeau, LA; Babarro, JMF; Michaud, S; Scarratt, M; Tremblay, R","Harmful Algae","108",NA,"10.1016/j.hal.2021.102097",NA,NA
2025,"Microcystin contamination of shellfish along the freshwater-to-marine continuum within US mid-Atlantic and Northeast estuaries","Wallace, MK; Kudela, RM; Gobler, CJ","Harmful Algae","145",NA,"10.1016/j.hal.2025.102860",NA,NA
2019,"Variability and profiles of lipophilic toxins in bivalves from Great Britain during five and a half years of monitoring: azaspiracids and yessotoxins","Dhanji-Rapkova, M; ONeill, A; Maskrey, BH; Coates, L; Swan, SC; Alves, MT; Kelly, RJ; Hatfield, RG; Rowland-Pilgrima, SJ; Lewis, AM; Turner, AD","Harmful Algae","87",NA,"10.1016/j.hal.2019.101629",NA,NA
2012,"Paralytic Toxins Accumulation and Tissue Expression of α-Amylase and Lipase Genes in the Pacific Oyster Crassostrea gigas Fed with the Neurotoxic Dinoflagellate Alexandrium catenella","Rolland, JL; Pelletier, K; Masseret, E; Rieuvilleneuve, F; Savar, V; Santini, A; Amzil, Z; Laabir, M","Marine Drugs","10","11","10.3390/md10112519",NA,NA
2003,"Accumulation and transformation of DSP toxins in mussels Mytilus galloprovincialis during a toxic episode caused by Dinophysis acuminata","Moroño, A; Arévalo, F; Fernández, ML; Maneiro, J; Pazos, Y; Salgado, C; Blanco, J","Aquatic Toxicology","62","4","10.1016/S0166-445X(02)00105-4",NA,NA
2024,"The ciliate Euplotes balteatus is resistant to Paralytic Shellfish Toxins from Alexandrium minutum (Dinophyceae)","Li, J; Wang, JR; He, XP; Gu, HF; Xu, X; Liang, C; Wang, YC; Xu, X; Jia, LX; Chen, JH; Jiang, MH; Chen, JM","Water Research X","23",NA,"10.1016/j.wroa.2024.100229",NA,NA
2020,"Uptake and Depuration Kinetics of Pacific Ciguatoxins in Orange-Spotted Grouper (Epinephelus coioides)","Li, J; Mak, YL; Chang, YH; Xiao, CG; Chen, YM; Shen, JC; Wang, Q; Ruan, YF; Lam, PKS","Environmental Science and Technology","54","7","10.1021/acs.est.9b07888",NA,NA
2021,"Effects of toxic dinoflagellate Alexandrium catenella on sexual maturation and reproductive output in the pacific oyster Crassostrea gigas","Gao, X; Mu, CM; Li, Q","Aquatic Toxicology","232",NA,"10.1016/j.aquatox.2021.105745",NA,NA
2012,"Spirolide uptake and detoxification by Crassostrea gigas exposed to the toxic dinoflagellate Alexandrium ostenfeldii","Medhioub, W; Lassus, P; Truquet, P; Bardouil, M; Amzil, Z; Sechet, V; Sibat, M; Soudant, P","Aquaculture","358",NA,"10.1016/j.aquaculture.2012.06.023",NA,NA
2011,"Dynamic of intoxication and detoxification in juveniles of Mytilus chilensis (Bivalvia: Mytilidae) exposed to paralytic shellfish toxins","Navarro, JM; Aguila, BL; Machmar, F; Chaparro, OR; Contreras, AM","Aquatic Living Resources","24","1","10.1051/alr/2011105",NA,NA
2007,"Paralytic shellfish toxins in zooplankton, mussels, lobsters and caged Atlantic salmon, Salmo salar, during a bloom of Alexandrium fundyense off Grand Manan Island, in the Bay of Fundy","Sephton, DH; Haya, X; Martin, JL; LeGresley, MM; Page, FH","Harmful Algae","6","5","10.1016/j.hal.2007.03.002",NA,NA
2017,"Proposed Biotransformation Pathways for New Metabolites of Paralytic Shellfish Toxins Based on Field and Experimental Mussel Samples","Ding, L; Qiu, JB; Li, AF","Journal of Agricultural and Food Chemistry","65","27","10.1021/acs.jafc.7b02101",NA,NA
2004,"Diarrhoetic shellfish poisoning toxins in Cancer pagurus Linnaeus, 1758 (Brachyura, Cancridae) in Norwegian waters","Castberg, T; Torgersen, T; Aasen, J; Aune, T; Naustvoll, LJ","Sarsia","89","5","10.1080/00364820410002550",NA,NA
2005,"Yessotoxins in Norwegian blue mussels (Mytilus edulis):: uptake from Protoceratium reticulatum, metabolism and depuration","Aasen, J; Samdal, IA; Miles, CO; Dahl, E; Briggs, LR; Aune, T","Toxicon","45","3","10.1016/j.toxicon.2004.10.012",NA,NA
2017,"Tetrodotoxin-Producing Bacteria: Detection, Distribution and Migration of the Toxin in Aquatic Systems","Magarlamov, TY; Melnikova, DI; Chernyshev, AV","Toxins","9","5","10.3390/toxins9050166",NA,NA
2012,"Analysis of paralytic shellfish toxins and their metabolites in shellfish from the North Yellow Sea of China","Li, A; Ma, J; Cao, J; Wang, Q; Yu, R; Thomas, K; Quilliam, MA","Food Additives and Contaminants Part A-Chemistry Analysis Control Exposure and Risk Assessment","29","9","10.1080/19440049.2012.699005",NA,NA
2021,"Critical Review and Conceptual and Quantitative Models for the Transfer and Depuration of Ciguatoxins in Fishes","Holmes, MJ; Venables, B; Lewis, RJ","Toxins","13","8","10.3390/toxins13080515",NA,NA
2006,"Continuous fluorescence recording as a way to improve Pacific oyster (Crassostrea gigas) models of paralytic shellfish toxin accumulation","Baron, R; Couedel, M; Joret, C; Garen, P; Truquet, P; Masselin, P; Bardouil, M; Lassus, P","Aquatic Living Resources","19","1","10.1051/alr:2006007",NA,NA
2016,"Domoic Acid and Other Amnesic Toxins: Toxicological Profile","Tasker, RA","Marine and Freshwater Toxins",NA,NA,"10.1007/978-94-007-6419-4_21",NA,NA
2005,"Modeling of depuration of paralytic shellfish toxins in Chlamys nobilis and Perna viridis","Yu, KN; Choi, MC; Shen, XY; Wu, RSS; Wang, WX; Lam, PKS","Marine Pollution Bulletin","50","4","10.1016/j.marpolbul.2005.01.019",NA,NA
2006,"Estimating the accumulation and transfer of Nodularia spumigena toxins by the blue mussel Mytilus edulis:: An appraisal from culture and mesocosm experiments","Strogyloudi, E; Giannakourou, A; Legrand, C; Ruehl, A; Granéli, E","Toxicon","48","4","10.1016/j.toxicon.2006.05.009",NA,NA
1995,"Two new water-soluble DSP toxin derivatives from the dinoflagellate Prorocentrum maculosum: Possible storage and excretion products","Hu, TM; Curtis, JM; Walter, JA; McLachlan, JL; Wright, JLC","Tetrahedron Letters","36","51","10.1016/0040-4039(95)02010-M",NA,NA
2008,"Metabolism of pectenotoxins in brown crabs Cancer pagurus fed blue mussels Mytilus edulis","Li, ZX","Journal of Venomous Animals and Toxins Including Tropical Diseases","14","3",NA,NA,NA
2024,"Sublethal exposure of eastern oyster Crassostrea virginica to the goniodomin-producing dinoflagellate Alexandrium monilatum: Fate of toxins, histopathology, and gene expression","Gaillard, S; Small, HJ; Carnegie, RB; Harris, TM; Tanniou, S; Réveillon, D; Hess, P; Reece, KS","Journal of Aquatic Animal Health","36","4","10.1002/aah.10227",NA,NA
1992,"DYNAMICS OF THE PHYCOTOXIN DOMOIC ACID - ACCUMULATION AND EXCRETION IN 2 COMMERCIALLY IMPORTANT BIVALVES","WOHLGESCHAFFEN, GD; MANN, KH; RAO, DVS; POCKLINGTON, R","Journal of Applied Phycology","4","4","10.1007/BF02185786",NA,NA
2023,"Tracing the fate of microcystins from irrigation water to food chains: Studies with Fragaria vulgaris and Meriones shawi","Haida, M; El Khalloufi, F; Tamegart, L; Mugani, R; Essadki, Y; Redouane, E; Azevedo, J; Araújo, MJ; Campos, A; Vasconcelos, V; Gamrani, H; Oudra, B","Toxicon","236",NA,"10.1016/j.toxicon.2023.107345",NA,NA
1999,"Toxic effects, pharmacokinetics and clearance of saxitoxin, a component of paralytic shellfish poison (PSP), in cats","Andrinolo, D; Michea, LF; Lagos, N","Toxicon","37","3","10.1016/S0041-0101(98)00173-1",NA,NA
2009,"Proteomics Identification of Azaspiracid Toxin Biomarkers in Blue Mussels, Mytilus edulis","Nzoughet, JK; Hamilton, JTG; Botting, CH; Douglas, A; Devine, L; Nelson, J; Elliott, CT","Molecular and Cellular Proteomics","8","8","10.1074/mcp.M800561-MCP200",NA,NA
2009,"Pseudoalteromonas Bacteria Are Capable of Degrading Paralytic Shellfish Toxins","Donovan, CJ; Garduño, RA; Kalmokoff, M; Ku, JC; Quilliam, MA; Gill, TA","Applied and Environmental Microbiology","75","21","10.1128/AEM.01384-09",NA,NA
2009,"Recent trends in paralytic shellfish toxins in Puget Sound, relationships to climate, and capacity for prediction of toxic events","Moore, SK; Mantua, NJ; Hickey, BM; Trainer, VL","Harmful Algae","8","3","10.1016/j.hal.2008.10.003",NA,NA
2001,"Feeding and absorption of the toxic dinoflagellate Alexandrium tamarense by two marine bivalves from the South China Sea","Li, SC; Wang, WX; Hsieh, DPH","Marine Biology","139","4","10.1007/s002270100613",NA,NA
2019,"Modelling paralytic shellfish toxins (PST) accumulation in Crassostrea gigas by using Dynamic Energy Budgets (DEB)","Pousse, É; Flye-Sainte-Marie, J; Alunno-Bruscia, M; Hégaret, H; Rannou, É; Pecquerie, L; Marques, GM; Thomas, Y; Castrec, J; Fabioux, C; Long, M; Lassudrie, M; Hermabessiere, L; Amzil, Z; Soudant, P; Jean, F","Journal of Sea Research","143",NA,"10.1016/j.seares.2018.09.002",NA,NA
2023,"Paralytic Shellfish Toxins in the Gastropod Concholepas concholepas: Variability, Toxin Profiles and Mechanisms for Toxicity Reduction","Seguel, M; Molinet, C; Díaz, M; Alvarez, G; García, C; Marín, A; Millanao, MO; Díaz, PA","Marine Drugs","21","1","10.3390/md21010044",NA,NA
2003,"Accumulation of paralytic shellfish poisoning toxins in planktonic copepods during a bloom of the toxic dinoflagellate Alexandrium tamarense in Hiroshima Bay, western Japan","Hamasaki, K; Takahashi, T; Uye, S","Marine Biology","143","5","10.1007/s00227-003-1131-7",NA,NA
2011,"Microencapsulation of okadaic acid as a tool for studying the accumulation of DSP toxins in mussels","Rossignoli, AE; Fernández, D; Acosta, CP; Blanco, J","Marine Environmental Research","71","1","10.1016/j.marenvres.2010.11.003",NA,NA
2025,"Assessment of the sub-lethal impacts of Karenia brevis on hard clams, Mercenaria campechiensis","Donaldson, J; Maldonado, A; Bisesi, JH; Geisbert, W; Pierce, RH","Harmful Algae","143",NA,"10.1016/j.hal.2025.102820",NA,NA
2021,"Interactions between Filter-Feeding Bivalves and Toxic Diatoms: Influence on the Feeding Behavior of Crassostrea gigas and Pecten maximus and on Toxin Production by Pseudo-nitzschia","Sauvey, A; Denis, F; Hégaret, H; Le Roy, B; Lelong, C; Jolly, O; Pavie, M; Fauchot, J","Toxins","13","8","10.3390/toxins13080577",NA,NA
1996,"Role of the kidneys in bioaccumulation of paralytic toxins by scallop (Pecten maximus) tissues","Lassus, P; Bardouil, M; Ledoux, M; Bohec, M; Murail, I; Fremy, JM","Journal of Natural Toxins","5","1",NA,NA,NA
2017,"Microcystin-LR bioconcentration induces antioxidant responses in the digestive gland of two marine bivalves Crassostrea gigas and Mytilus edulis","Kim, YD; Kim, WJ; Shin, YK; Lee, DH; Kim, YJ; Kim, JK; Rhee, JS","Aquatic Toxicology","188",NA,"10.1016/j.aquatox.2017.05.003",NA,NA
1995,"TOXIN ACCUMULATION AND FEEDING-BEHAVIOR OF THE PLANKTONIC COPEPOD CALAMUS-FINMARCHICUS EXPOSED TO THE RED-TIDE DINOFLAGELLATE ALEXANDRIUM-EXCAVATUM","TURRIFF, N; RUNGE, JA; CEMBELLA, AD","Marine Biology","123","1","10.1007/BF00350323",NA,NA
1997,"Hypertension and identification of toxin in human urine and serum following a cluster of mussel-associated paralytic shellfish poisoning outbreaks","Gessner, BD; Bell, P; Doucette, GJ; Moczydlowski, E; Poli, MA; VanDolah, F; Hall, S","Toxicon","35","5","10.1016/S0041-0101(96)00154-7",NA,NA
2001,"Radiotracer studies on the feeding of two marine bivalves on the toxic and nontoxic dinoflagellate Alexandrium tamarense","Li, SC; Wang, WX","Journal of Experimental Marine Biology and Ecology","263","1","10.1016/S0022-0981(01)00294-5",NA,NA
2019,"Brevenal, a Marine Natural Product, is Anti-Inflammatory and an Immunomodulator of Macrophage and Lung Epithelial Cells","Keeler, DM; Grandal, MK; McCall, JR","Marine Drugs","17","3","10.3390/md17030184",NA,NA
2003,"Food uptake in the harmful alga Prymnesium parvum mediated by excreted toxins","Skovgaard, A; Hansen, PJ","Limnology and Oceanography","48","3","10.4319/lo.2003.48.3.1161",NA,NA
2019,"Inter-species variability of okadaic acid group toxicity in relation to the content of fatty acids detected in different marine vectors","Contreras, HR; García, C","Food Additives and Contaminants Part A-Chemistry Analysis Control Exposure and Risk Assessment","36","3","10.1080/19440049.2019.1569265",NA,NA
2010,"Application of Solid Phase Adsorption Toxin Tracking (SPATT) for field detection of the hydrophilic phycotoxins domoic acid and saxitoxin in coastal California","Lane, JQ; Roddam, CM; Langlois, GW; Kudela, RM","Limnology and Oceanography-Methods","8",NA,"10.4319/lom.2010.8.0645",NA,NA
2015,"Uptake and elimination of brevetoxin in the invasive green mussel, Perna viridis, during natural Karenia brevis blooms in southwest Florida","McFarland, K; Jean, F; Soudant, P; Volety, AK","Toxicon","97",NA,"10.1016/j.toxicon.2015.02.005",NA,NA
2021,"Prevalence and Whole-Genome Sequence-Based Analysis of Shiga Toxin-Producing Escherichia coli Isolates from the Recto-Anal Junction of Slaughter-Age Irish Sheep","McCarthy, SC; Macori, G; Duggan, G; Burgess, CM; Fanning, S; Duffy, G","Applied and Environmental Microbiology","87","24","10.1128/AEM.01384-21",NA,NA
2022,"Origin of Ciguateric Fish: Quantitative Modelling of the Flow of Ciguatoxin through a Marine Food Chain","Holmes, MJ; Lewis, RJ","Toxins","14","8","10.3390/toxins14080534",NA,NA
2020,"Physiological and Metabolic Responses of Marine Mussels Exposed to Toxic Cyanobacteria Microcystis aeruginosa and Chrysosporum ovalisporum","Oliveira, F; Diez-Quijada, L; Turkina, MV; Morais, J; Felpeto, AB; Azevedo, J; Jos, A; Camean, AM; Vasconcelos, V; Martins, JC; Campos, A","Toxins","12","3","10.3390/toxins12030196",NA,NA
2005,"The fate of Lyngbya majuscula toxins in three potential consumers","Capper, A; Tibbetts, IR; O'Neil, JM; Shaw, GR","Journal of Chemical Ecology","31","7","10.1007/S10886-005-5800-5",NA,NA
2010,"Route of metabolization and detoxication of paralytic shellfish toxins in humans","García, C; Barriga, A; Díaz, JC; Lagos, M; Lagos, N","Toxicon","55","1","10.1016/j.toxicon.2009.07.018",NA,NA
1995,"EFFECTS OF DOMOIC ACID ON HEMOLYMPH PH, PCO2 AND PO2 IN THE PACIFIC OYSTER, CRASSOSTREA-GIGAS AND THE CALIFORNIA MUSSEL, MYTILUS-CALIFORNIANUS","JONES, TO; WHYTE, JNC; TOWNSEND, LD; GINTHER, NG; IWAMA, GK","Aquatic Toxicology","31","1","10.1016/0166-445X(94)00057-W",NA,NA
2014,"N-Acetylcysteine boosts xenobiotic detoxification in shellfish","Peña-Llopis, S; Serrano, R; Pitarch, E; Beltrán, E; Ibáñez, M; Hernández, F; Peña, JB","Aquatic Toxicology","154",NA,"10.1016/j.aquatox.2014.05.006",NA,NA
2018,"COMPARATIVE TOXICOKINETICS AND ANTIOXIDANT RESPONSE IN THE MICROCYSTIN-LR-EXPOSED GILL OF TWO MARINE BIVALVES, CRASSOSTREA GIGAS AND MYTILUS EDULIS","Kim, BM; Haque, MN; Lee, DH; Nam, SE; Rhee, JS","Journal of Shellfish Research","37","3","10.2983/035.037.0305",NA,NA
2005,"Host and bacterial factors contributing to the clearance of colonization by Streptococcus pneumoniae in a murine model","van Rossum, AMC; Lysenko, ES; Weiser, JN","Infection and Immunity","73","11","10.1128/IAI.73.11.7718-7726.2005",NA,NA
2001,"Biotransformations of paralytic shellfish toxins by bacteria isolated from bivalve molluscs","Smith, EA; Grant, F; Ferguson, CMJ; Gallacher, S","Applied and Environmental Microbiology","67","5","10.1128/AEM.67.5.2345-2353.2001",NA,NA
2016,"A comparison of the physiological responses, behaviour and biotransformation of paralytic shellfish poisoning toxins in a surf-clam (Paphies donacina) and the green-lipped mussel (Perna canaliculus)","Marsden, ID; Contreras, AM; MacKenzie, L; Munro, MHG","Marine and Freshwater Research","67","8","10.1071/MF14374",NA,NA
2011,"Rapid behavioural diagnosis of domoic acid toxicosis in California sea lions","Cook, P; Reichmuth, C; Gulland, F","Biology Letters","7","4","10.1098/rsbl.2011.0127",NA,NA
2007,"The influence of size on domoic acid concentration in king scallop, Pecten maximus (L.)","Bogan, YM; Harkin, AL; Gillespie, J; Kennedy, DJ; Hess, P; Slater, JW","Harmful Algae","6","1","10.1016/j.hal.2006.05.005",NA,NA
1990,"UPTAKE KINETICS OF PARALYTIC SHELLFISH TOXINS FROM THE DINOFLAGELLATE ALEXANDRIUM-FUNDYENSE IN THE MUSSEL MYTILUS-EDULIS","BRICELJ, VM; LEE, JH; CEMBELLA, AD; ANDERSON, DM","Marine Ecology Progress Series","63","2-3","10.3354/meps063177",NA,NA
2018,"Toxicokinetics and Physiologically Based Pharmacokinetic Modeling of the Shellfish Toxin Domoic Acid in Nonhuman Primates","Jing, J; Petroff, R; Shum, S; Crouthamel, B; Topletz, AR; Grant, KS; Burbacher, TM; Isoherranen, N","Drug Metabolism and Disposition","46","2","10.1124/dmd.117.078485",NA,NA
2021,"Diversity and regional distribution of harmful algal events along the Atlantic margin of Europe","Bresnan, E; Arévalo, F; Belin, C; Branco, MAC; Cembella, AD; Clarke, D; Correa, J; Davidson, K; Dhanji-Rapkova, M; Lozano, RF; Fernández-Tejedor, M; Guofinnsson, H; Carbonell, DJ; Laza-Martinez, A; Lemoine, M; Lewis, AM; Menédez, LM; Maskrey, BH; McKinney, A; Pazos, Y; Revilla, M; Siano, R; Silva, A; Swan, S; Turner, AD; Schweibold, L; Provoost, P; Enevoldsen, H","Harmful Algae","102",NA,"10.1016/j.hal.2021.101976",NA,NA
2002,"Effects of toxic dinoflagellate Alexandrium tamarense on the energy budgets and growth of two marine bivalves","Li, SC; Wang, WX; Hsieh, DPH","Marine Environmental Research","53","2","10.1016/S0141-1136(01)00117-9",NA,NA
2024,"Comparative study of domoic acid accumulation, isomer content and associated digestive subcellular processes in five marine invertebrate species","Garcia-Corona, JL; Hegaret, H; Lassudrie, M; Derrien, A; Terre-Terrillon, A; Delaire, T; Fabioux, C","Aquatic Toxicology","266",NA,"10.1016/j.aquatox.2023.106793",NA,NA
2018,"Age-dependent antioxidant responses to the bioconcentration of microcystin-LR in the mysid crustacean, Neomysis awatschensi","Min, BH; Ravikumar, Y; Lee, DH; Choi, KS; Kim, BM; Rhee, JS","Environmental Pollution","232",NA,"10.1016/j.envpol.2017.09.050",NA,NA
2025,"Reviewing Evidence for Disturbance to Coral Reefs Increasing the Risk of Ciguatera","Holmes, MJ; Lewis, RJ","Toxins","17","4","10.3390/toxins17040195",NA,NA
2017,"Reduction of diarrhetic shellfish poisoning (DSP) toxins accumulation in cultured mussels by means of rope clustering and hydrodynamic barriers","Blanco, J; Martin, H; Mariño, C","Aquaculture","479",NA,"10.1016/j.aquaculture.2017.05.034",NA,NA
1999,"Uptake, tissue distribution, and excretion of brevetoxin 3 administered to rats by intratracheal instillation","Benson, JM; Tischler, DL; Baden, DG","Journal of Toxicology and Environmental Health-Part A","57","5","10.1080/009841099157656",NA,NA
2010,"Quantitative Determination of Gymnodimine-A by High Performance Liquid Chromatography in Contaminated Clams from Tunisia Coastline","Marrouchi, R; Dziri, F; Belayouni, N; Hamza, A; Benoit, E; Molgó, J; Kharrat, R","Marine Biotechnology","12","5","10.1007/s10126-009-9245-7",NA,NA
2020,"Effects of the DSP-toxic dinoflagellate Dinophysis acuta on clearance and respiration rate of the blue mussel, Mytilus edulis","Nielsen, P; Krock, B; Hansen, PJ; Vismann, B","Plos One","15","3","10.1371/journal.pone.0230176",NA,NA
2016,"MOLECULAR DETECTION OF THE SXTA GENE FROM SAXITOXIN-PRODUCING ALEXANDRIUM MINUTUM IN COMMERCIAL OYSTERS","Farrell, H; O'Connor, W; Seebacher, F; Harwood, DT; Murray, S","Journal of Shellfish Research","35","1","10.2983/035.035.0118",NA,NA
2012,"Activation of a tunicate (Ciona intestinalis) xenobiotic receptor orthologue by both natural toxins and synthetic toxicants","Fidler, AE; Holland, PT; Reschly, EJ; Ekins, S; Krasowski, MD","Toxicon","59","2","10.1016/j.toxicon.2011.12.008",NA,NA
2012,"Strategic identification of in vitro metabolites of 13-desmethyl spirolide C using liquid chromatography/high-resolution mass spectrometry","Hui, JPM; Grossert, JS; Cutler, MJ; Melanson, JE","Rapid Communications in Mass Spectrometry","26","3","10.1002/rcm.5336",NA,NA
2012,"Azaspiracid accumulation, detoxification and biotransformation in blue mussels (Mytilus edulis) experimentally fed Azadinium spinosum","Jauffrais, T; Marcaillou, C; Herrenknecht, C; Truquet, P; Séchet, V; Nicolau, E; Tillmann, U; Hess, P","Toxicon","60","4","10.1016/j.toxicon.2012.04.351",NA,NA
2017,"The relationship between Pseudo-nitzschia (Peragallo) and domoic acid in Scottish shellfish","Bresnan, E; Fryer, RJ; Fraser, S; Smith, N; Stobo, L; Brown, N; Turrell, E","Harmful Algae","63",NA,"10.1016/j.hal.2017.01.004",NA,NA
2008,"Effect of yellow clay on respiration and phytoplankton uptake of bivalves","Seo, KS; Lee, CK; Park, YT; Lee, Y","Fisheries Science","74","1","10.1111/j.1444-2906.2007.01476.x",NA,NA
2001,"Survey of historical New Zealand shellfish samples for accumulation of gymnodimine","Stirling, DJ","New Zealand Journal of Marine and Freshwater Research","35","4","10.1080/00288330.2001.9517047",NA,NA
2011,"Toxicokinetics of the ciguatoxin P-CTX-1 in rats after intraperitoneal or oral administration","Bottein, MYD; Wang, ZH; Ramsdell, JS","Toxicology","284","1-3","10.1016/j.tox.2011.02.005",NA,NA
2010,"First identification of the neurotoxin homoanatoxin-a from mats of Hydrocoleum lyngbyaceum (marine cyanobacterium) possibly linked to giant clam poisoning in New Caledonia","Méjean, A; Peyraud-Thomas, C; Kerbrat, AS; Golubic, S; Pauillac, S; Chinain, M; Laurent, D","Toxicon","56","5","10.1016/j.toxicon.2009.10.029",NA,NA
2005,"Morphology, toxin composition and pigment content of Prorocentrum lima strains isolated from a coastal lagoon in southern UK","Nascimento, SM; Purdie, DA; Morris, S","Toxicon","45","5","10.1016/j.toxicon.2004.12.023",NA,NA
2015,"A cocktail of humanized anti-pertussis toxin antibodies limits disease in murine and baboon models of whooping cough","Nguyen, AW; Wagner, EK; Laber, JR; Goodfield, LL; Smallridge, WE; Harvill, ET; Papin, JF; Wolf, RF; Padlan, EA; Bristol, A; Kaleko, M; Maynard, JA","Science Translational Medicine","7","316","10.1126/scitranslmed.aad0966",NA,NA
2021,"Occurrence and persistence of enteric viruses, arsenic and biotoxins in Pacific oysters farmed in an Italian production site","Battistini, R; Listorti, V; Squadrone, S; Pederiva, S; Abete, MC; Mua, R; Ciccotelli, V; Suffredini, E; Maurella, C; Baioni, E; Orlandi, M; Ercolini, C; Serracca, L","Marine Pollution Bulletin","162",NA,"10.1016/j.marpolbul.2020.111843",NA,NA
2008,"Brevetoxin in two planktivorous fishes after exposure to Karenia brevis:: implications for food-web transfer to bottlenose dolphins","Hinton, M; Ramsdell, JS","Marine Ecology Progress Series","356",NA,"10.3354/meps07267",NA,NA
2006,"Transfer and metabolism of paralytic shellfish poisoning from scallop (Chlamys nobilis) to spiny lobster (Panulirus stimpsoni)","Jiang, TJ; Niu, T; Xu, YX","Toxicon","48","8","10.1016/j.toxicon.2006.08.002",NA,NA
2024,"Three new okadaic acid derivatives isolated from a benthic dinoflagellate Prorocetrum lima","Moon, S; Choi, DH; Lee, Y; Rho, JR","Journal of The Korean Magnetic Resonance Society","28","3","10.6564/JKMRS.2024.28.3.025",NA,NA
2020,"Impaired fish swimming performance following dietary exposure to the marine phycotoxin okadaic acid","Corriere, M; Baptista, M; Paula, JR; Repolho, T; Rosa, R; Costa, PR; Soliño, L","Toxicon","179",NA,"10.1016/j.toxicon.2020.02.022",NA,NA
2011,"Lipophilic Toxin Profile in Mytilus galloprovincialis during Episodes of Diarrhetic Shellfish Poisoning (DSP) in the NE Adriatic Sea in 2006","Gladan, ZN; Ujevic, I; Milandri, A; Marasovic, I; Ceredi, A; Pigozzi, S; Arapov, J; Skejic, S","Molecules","16","1","10.3390/molecules16010888",NA,NA
2022,"First subcellular localization of the amnesic shellfish toxin, domoic acid, in bivalve tissues: Deciphering the physiological mechanisms involved in its long-retention in the king scallop Pecten maximus","Garcia-Corona, JL; Hegaret, H; Deleglise, M; Marzari, A; Rodriguez-Jaramillo, C; Foulon, V; Fabioux, C","Harmful Algae","116",NA,"10.1016/j.hal.2022.102251",NA,NA
