"","paper_id","biotoxin","comm_name","sci_name_orig","sci_name","type","class","order","family","genus","species","condition"
"194",56,"Microcystin","Chinese freshwater snail","Bellamya aeruginosa","Sinotaia aeruginosa",NA,NA,NA,NA,NA,NA,"Microcystin"
"195",167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196",50,"Microcystin",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Microcystin"
"197",75,"Diarrhetic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diarrhetic"
"198",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199",181,"Microcystin","Asian clam","Corbicula fluminea","Corbicula fluminea","invert","Bivalvia","Veneroida","Corbiculidae","Corbicula","fluminea","Microcystin"
"200",184,"Microcystin",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Microcystin"
"201",175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202",161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203",91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205",106,"Microcystin",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Microcystin"
"206",178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207",107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208",159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209",33,"Nodularin","Copepod","Eurytemora affinis","Eurytemora affinis","invert","Maxillopoda","Calanoida","Temoridae","Eurytemora","affinis","Nodularin"
"210",153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211",162,"Tetrodotoxin","Mussels","Mytilus spp.",NA,NA,NA,NA,NA,NA,NA,"Tetrodotoxin"
"212",162,"Tetrodotoxin","Pacific oyster","Crassostrea gigas","Crassostrea gigas","invert","Bivalvia","Ostreoida","Ostreidae","Crassostrea","gigas","Tetrodotoxin"
"213",162,"Tetrodotoxin","European flat oyster","Ostrea edulis","Ostrea edulis","invert","Bivalvia","Ostreoida","Ostreidae","Ostrea","edulis","Tetrodotoxin"
"214",162,"Tetrodotoxin","Northern quahog","Mercenaria mercenaria","Mercenaria mercenaria","invert","Bivalvia","Veneroida","Veneridae","Mercenaria","mercenaria","Tetrodotoxin"
"215",162,"Tetrodotoxin","Manila clam","Ruditapes philippinarum","Ruditapes philippinarum","invert","Bivalvia","Veneroida","Veneridae","Ruditapes","philippinarum","Tetrodotoxin"
"216",162,"Tetrodotoxin","Common cockle","Cerastoderma edule","Cerastoderma edule","invert","Bivalvia","Veneroida","Cardiidae","Cerastoderma","edule","Tetrodotoxin"
"217",162,"Tetrodotoxin","Razor clam","Ensis spp.",NA,NA,NA,NA,NA,NA,NA,"Tetrodotoxin"
"218",162,"Tetrodotoxin","Atlantic surf clam","Spisula solida","Spisula solida","invert","Bivalvia","Veneroida","Mactridae","Spisula","solida","Tetrodotoxin"
"219",162,"Tetrodotoxin","King scallop","Pecten maximus","Pecten maximus","invert","Bivalvia","Ostreoida","Pectinidae","Pecten","maximus","Tetrodotoxin"
"220",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221",20,"Tetrodotoxin","Pipi clam","Paphies australis","Paphies australis","invert","Bivalvia","Veneroida","Mesodesmatidae","Paphies","australis","Tetrodotoxin"
"222",155,"Gymnodimine",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gymnodimine"
"223",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",173,"Microcystin",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Microcystin"
"225",76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",121,"Microcystin",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Microcystin"
"227",70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228",187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
